일자,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,종가
2024-09-13,65000,65500,64300,25045135,1.62E+12,3.84E+14,5969782550,64400
2024-09-19,64000,64400,62200,49402713,3.12E+12,3.77E+14,5969782550,63100
2024-09-20,63800,64700,63000,32746056,2.09E+12,3.76E+14,5969782550,63000
2024-09-23,62300,63500,62200,28542376,1.79E+12,3.74E+14,5969782550,62600
2024-09-24,62800,63400,62400,26957500,1.70E+12,3.77E+14,5969782550,63200
2024-09-25,63800,64200,62200,28652438,1.82E+12,3.71E+14,5969782550,62200
2024-09-26,63900,64900,63700,37566015,2.42E+12,3.86E+14,5969782550,64700
2024-09-27,64700,65400,64200,28433030,1.84E+12,3.83E+14,5969782550,64200
2024-09-30,64200,64300,61500,32694163,2.04E+12,3.67E+14,5969782550,61500
2024-10-02,60500,61900,59900,28473536,1.74E+12,3.66E+14,5969782550,61300
2024-10-04,61000,61700,60500,24247578,1.48E+12,3.62E+14,5969782550,60600
2024-10-07,60200,61900,59500,35066533,2.12E+12,3.64E+14,5969782550,61000
2024-10-08,60000,61000,59900,27411786,1.65E+12,3.60E+14,5969782550,60300
2024-10-10,60100,60200,58900,45262214,2.69E+12,3.52E+14,5969782550,58900
2024-10-11,59100,60100,59000,29623969,1.77E+12,3.54E+14,5969782550,59300
2024-10-14,59500,61200,59400,20886249,1.26E+12,3.63E+14,5969782550,60800
2024-10-15,61100,61400,60100,22715239,1.38E+12,3.64E+14,5969782550,61000
2024-10-16,59400,60000,59200,23303268,1.39E+12,3.55E+14,5969782550,59500
2024-10-17,59400,60100,59100,23372873,1.39E+12,3.56E+14,5969782550,59700
2024-10-18,59900,60100,59100,14420260,8.57E+11,3.53E+14,5969782550,59200
2024-10-21,59000,59600,58500,18514905,1.09E+12,3.52E+14,5969782550,59000
2024-10-22,58800,58900,57700,27582527,1.60E+12,3.44E+14,5969782550,57700
2024-10-23,57500,60000,57100,27300780,1.60E+12,3.53E+14,5969782550,59100
2024-10-24,58200,58500,56600,31499922,1.81E+12,3.38E+14,5969782550,56600
2024-10-25,56000,56900,55800,25829315,1.45E+12,3.34E+14,5969782550,55900
2024-10-28,55700,58500,55700,27775009,1.60E+12,3.47E+14,5969782550,58100
2024-10-29,58000,59600,57300,28369314,1.67E+12,3.56E+14,5969782550,59600
2024-10-30,59100,59800,58600,19838511,1.17E+12,3.53E+14,5969782550,59100
2024-10-31,58500,61200,58300,35809196,2.14E+12,3.53E+14,5969782550,59200
2024-11-01,59000,59600,58100,19083180,1.12E+12,3.48E+14,5969782550,58300
2024-11-04,58600,59400,58400,15586947,9.17E+11,3.50E+14,5969782550,58700
2024-11-05,57800,58100,57200,17484474,1.01E+12,3.44E+14,5969782550,57600
2024-11-06,57600,58000,56300,22092218,1.26E+12,3.42E+14,5969782550,57300
2024-11-07,56900,58100,56800,17043102,9.82E+11,3.43E+14,5969782550,57500
2024-11-08,58000,58300,57000,13877396,8.00E+11,3.40E+14,5969782550,57000
2024-11-11,56700,56800,55000,29811326,1.65E+12,3.28E+14,5969782550,55000
2024-11-12,54600,54600,53000,37962881,2.04E+12,3.16E+14,5969782550,53000
2024-11-13,52000,53000,50500,52527995,2.70E+12,3.02E+14,5969782550,50600
2024-11-14,50200,51800,49900,48510715,2.47E+12,2.98E+14,5969782550,49900
2024-11-15,50300,54200,50300,46774485,2.46E+12,3.19E+14,5969782550,53500
2024-11-18,57000,57500,55900,48095234,2.73E+12,3.38E+14,5969782550,56700
2024-11-19,56500,57500,55900,31539632,1.79E+12,3.36E+14,5969782550,56300
2024-11-20,56100,56500,54800,20864667,1.16E+12,3.30E+14,5969782550,55300
